,u,i
33064,894,763
33065,3714,1134
33066,1487,2031
33067,2755,1960
33068,1662,342
33069,4057,1473
33070,65,157
33071,2033,1975
33072,4309,1694
33073,156,275
33074,3715,955
33075,126,1564
33076,3765,1072
33077,2689,559
33078,499,614
33079,1837,2036
33080,2652,1431
33081,1079,142
33082,4105,359
33083,239,2380
33084,1863,224
33085,3756,205
33086,156,625
33087,2427,0
33088,4352,236
33089,4223,2300
33090,306,569
33091,2353,236
33092,3008,2382
33093,1194,250
33094,3198,1725
33095,2097,1744
33096,4803,1047
33097,4895,1767
33098,2307,241
33099,142,2016
33100,1400,1257
33101,1348,1067
33102,3296,1509
33103,4460,1058
33104,4327,1468
33105,779,2078
33106,3144,334
33107,2734,2156
33108,2338,2156
33109,528,1678
33110,4604,1187
33111,4031,1325
33112,2174,1001
33113,739,1898
33114,2508,123
33115,2488,2100
33116,1488,673
33117,1892,1288
33118,3170,1905
33119,1324,1770
33120,1704,1237
33121,3600,1489
33122,1847,1545
33123,47,1755
33124,4625,2414
33125,1657,1421
33126,2565,1007
33127,4841,726
33128,2341,1299
33129,3344,745
33130,510,2196
33131,484,975
33132,422,97
33133,2380,1227
33134,4237,1551
33135,2249,1710
33136,1905,1900
33137,2,1231
33138,1385,144
33139,1447,1022
33140,1285,2192
33141,2658,417
33142,4048,2029
33143,4361,274
33144,1613,1499
33145,4243,1716
33146,4537,1439
33147,2673,698
33148,3454,509
33149,3232,2382
33150,4352,1659
33151,2213,2403
33152,1807,1715
33153,4417,556
33154,2674,1300
33155,802,2196
33156,1885,93
33157,864,41
33158,2101,657
33159,790,1058
33160,4587,1906
33161,490,1520
33162,4592,2250
33163,1290,2135
33164,2542,1531
33165,701,1740
33166,4245,1388
33167,4742,2194
33168,922,396
33169,1137,2270
33170,1414,858
33171,1378,1201
33172,2353,2009
33173,445,996
33174,4521,505
33175,1184,1335
33176,3923,2276
33177,1287,2214
33178,2157,2070
33179,1087,1402
33180,1035,1212
33181,4261,2271
33182,1344,1967
33183,4737,2200
33184,1712,673
33185,2990,1290
33186,2584,602
33187,3024,874
33188,221,1638
33189,1549,2372
33190,3421,1476
33191,2294,274
33192,3918,2282
33193,3851,1060
33194,2015,1613
33195,4138,336
33196,2820,320
33197,2109,494
33198,4497,1208
33199,3512,813
33200,1483,971
33201,418,647
33202,2469,1968
33203,3410,536
33204,1579,1433
33205,555,1110
33206,1438,1228
33207,4841,2149
33208,1811,278
33209,515,1711
33210,4498,1029
33211,4873,152
33212,945,1295
33213,1289,1105
33214,2063,499
33215,4458,1630
33216,1094,637
33217,4497,1558
33218,3468,891
33219,1966,566
33220,156,88
33221,1038,705
33222,3587,1522
33223,2899,1902
33224,1335,699
33225,259,186
33226,3277,1296
33227,3110,2122
33228,3428,711
33229,1055,1059
33230,4453,1636
33231,649,371
33232,1865,110
33233,750,1177
33234,2300,38
33235,4659,1512
33236,4633,291
33237,830,1880
33238,1833,1326
33239,80,1382
33240,804,659
33241,4505,1045
33242,2356,1101
33243,530,2342
33244,3192,1373
33245,962,1999
33246,676,1413
33247,3291,598
33248,2546,444
33249,142,1479
33250,3817,644
33251,50,1890
33252,1079,305
33253,368,479
33254,4157,712
33255,3756,368
33256,2286,2210
33257,1164,1352
33258,859,1470
33259,3187,1379
33260,1005,541
33261,1158,1537
33262,2773,1547
33263,973,1757
33264,2962,2200
33265,3963,65
33266,97,2086
33267,2122,274
33268,4861,1215
33269,871,1480
33270,3949,1887
33271,845,259
33272,1555,1358
33273,2152,116
33274,1462,1167
33275,3738,886
33276,149,1495
33277,2272,218
33278,4636,2036
33279,3149,491
33280,1401,891
33281,2073,8
33282,1646,695
33283,1078,1177
33284,3072,1964
33285,3005,742
33286,3944,1893
33287,3632,86
33288,1892,1101
33289,925,1312
33290,478,623
33291,2420,1220
33292,4722,2160
33293,2258,2390
33294,3693,1493
33295,2535,978
33296,1284,2184
33297,883,1840
33298,602,1598
33299,4375,1298
33300,1226,2179
33301,3287,24
33302,197,1512
33303,601,2127
33304,3211,968
33305,1807,1178
33306,7,1388
33307,43,1045
33308,3150,692
33309,1694,712
33310,2520,296
33311,787,1728
33312,592,1260
33313,3264,979
33314,2806,101
33315,2142,121
33316,3797,1442
33317,896,1671
33318,1429,2134
33319,4541,2125
33320,2521,117
33321,1244,2354
33322,4016,25
33323,2581,922
33324,3412,850
33325,3453,851
33326,1137,1733
33327,340,1389
33328,3361,1262
33329,2239,404
33330,644,1800
33331,2767,523
33332,3603,795
33333,2352,2001
33334,3009,56
33335,3566,1667
33336,209,1091
33337,2031,2360
33338,1912,948
33339,3803,856
33340,1669,1944
33341,3620,1149
33342,1096,2082
33343,2942,2217
33344,4222,251
33345,1221,276
33346,4583,1196
33347,1379,1616
33348,4450,1606
33349,4455,1950
33350,4840,1761
33351,3030,1283
33352,809,2025
33353,3486,2088
33354,1934,1646
33355,4890,1878
33356,4490,2136
33357,4767,724
33358,3389,2155
33359,4610,2238
33360,61,819
33361,4543,1016
33362,4641,1551
33363,558,1625
33364,4240,1207
33365,1872,1899
33366,4040,395
33367,3914,1222
33368,2114,1432
33369,2549,1360
33370,2979,944
33371,809,2375
33372,3856,1217
33373,492,224
33374,1668,564
33375,4811,2120
33376,2098,148
33377,3873,1571
33378,1574,902
33379,571,1456
33380,4565,2064
33381,68,835
33382,3433,518
33383,565,1641
33384,2688,364
33385,3810,1222
33386,914,1795
33387,2063,312
33388,3336,585
33389,359,984
33390,228,1467
33391,725,2273
33392,3402,2336
33393,972,2150
33394,2340,31
33395,2899,1715
33396,1746,1544
33397,808,995
33398,3433,868
33399,3331,591
33400,3239,1002
33401,4008,52
33402,465,1006
33403,367,471
33404,4663,2198
33405,4843,853
33406,2050,2305
33407,4183,1746
33408,4121,868
33409,3623,591
33410,2224,1145
33411,4177,1931
33412,4338,2034
33413,2189,2090
33414,3865,124
33415,4372,1618
33416,2369,745
33417,1806,1571
33418,3743,1824
33419,343,1174
33420,4507,530
33421,819,1103
33422,3204,1546
33423,186,436
33424,2923,1304
33425,2460,82
33426,435,1894
33427,3337,355
33428,3774,356
33429,519,87
33430,2927,2177
33431,67,2407
33432,427,498
33433,2734,1782
33434,4286,2224
33435,497,1991
33436,3888,643
33437,4719,571
33438,181,442
33439,4369,946
33440,4661,566
33441,3596,242
33442,2785,1720
33443,3103,309
33444,356,2136
33445,4339,1454
33446,2042,858
33447,4750,234
33448,4872,1917
33449,1627,2336
33450,2771,509
33451,966,375
33452,1134,2403
33453,4582,1589
33454,4520,711
33455,1213,252
33456,4452,2270
33457,756,2228
33458,3894,1188
33459,3670,1480
33460,1803,468
33461,3208,860
33462,4734,2333
33463,1649,1
33464,1525,2409
33465,3950,1470
33466,3035,1090
33467,2696,1624
33468,4587,1532
33469,3074,1018
33470,3998,1137
33471,2100,812
33472,758,1900
33473,2815,2255
33474,1998,535
33475,2844,1495
33476,471,1843
33477,3127,1029
33478,1379,1429
33479,3065,151
33480,3958,957
33481,4455,1763
33482,759,1721
33483,939,376
33484,1498,2060
33485,1563,957
33486,2246,233
33487,3173,623
33488,709,853
33489,2742,1568
33490,2057,711
33491,555,386
33492,617,1264
33493,2112,1172
33494,1052,1192
33495,3442,1979
33496,682,161
33497,4221,1717
33498,1356,1603
33499,1385,843
33500,4442,373
33501,2358,1578
33502,238,1618
33503,2175,1871
33504,3776,1451
33505,1503,2003
33506,4216,1723
33507,2,2280
33508,3551,2272
33509,2033,1414
33510,4361,1323
33511,3590,2200
33512,130,745
33513,622,1207
33514,2314,875
33515,4699,1318
33516,4647,1128
33517,3146,1405
33518,1685,1081
33519,2019,203
33520,3638,1867
33521,2182,1887
33522,3362,1969
33523,1614,2369
33524,4391,384
33525,4857,1877
33526,812,1681
33527,865,561
33528,1737,490
33529,397,2378
33530,705,279
33531,1040,2255
33532,1946,1768
33533,2326,1235
33534,2159,2061
33535,3095,285
33536,4125,1554
33537,3065,1574
33538,2005,1594
33539,568,166
33540,41,649
33541,856,44
33542,2394,2308
33543,4178,1565
33544,475,1106
33545,1748,1379
33546,631,865
33547,2240,1841
33548,841,2395
33549,2949,86
33550,774,1173
33551,154,1465
33552,2893,2406
33553,92,587
33554,2368,306
33555,3323,1990
33556,1831,101
33557,67,2220
33558,2010,2318
33559,3675,163
33560,3174,1867
33561,963,1045
33562,801,2215
33563,212,1820
33564,4221,107
33565,48,665
33566,2689,1071
33567,3165,1000
33568,4094,1463
33569,849,1882
33570,3966,2217
33571,2596,2011
33572,1192,2221
33573,2427,512
33574,940,1219
33575,1525,1872
33576,33,2235
33577,4155,2089
33578,4582,1402
33579,2775,1195
33580,3551,662
33581,2090,338
33582,1751,872
33583,4012,1811
33584,4048,1468
33585,4079,0
33586,89,265
33587,2551,1837
33588,3315,543
33589,952,1579
33590,947,1235
33591,3598,77
33592,4121,2104
33593,24,1718
33594,4840,1037
33595,2691,1093
33596,4506,1915
33597,3532,1709
33598,4561,124
33599,2076,1729
33600,1732,1919
33601,1331,1575
33602,3927,2238
33603,1162,76
33604,4214,1514
33605,1481,1519
33606,70,1312
33607,512,1657
33608,2117,979
33609,1721,979
33610,1088,312
33611,1093,656
33612,4897,1921
33613,819,2339
33614,2030,1734
33615,2303,580
33616,2298,236
33617,2358,1041
33618,3483,662
33619,1344,1406
33620,4639,1104
33621,532,30
33622,2901,2192
33623,1672,713
33624,3630,1843
33625,2143,298
33626,646,317
33627,1052,1005
33628,2974,226
33629,1153,1811
33630,2364,1206
33631,893,194
33632,2887,981
33633,1056,1878
33634,3780,1787
33635,1693,1940
33636,4771,2347
33637,4303,781
33638,2472,1678
33639,180,1426
33640,8,1908
33641,3248,1145
33642,4646,1120
33643,3185,796
33644,3028,2310
33645,2627,1966
33646,750,266
33647,223,749
33648,2499,468
33649,3299,1083
33650,1499,1293
33651,1535,950
33652,3454,1371
33653,4412,1074
33654,1485,82
33655,562,565
33656,496,2197
33657,3822,1208
33658,1700,1175
33659,728,1042
33660,3004,761
33661,4007,207
33662,3501,1567
33663,1983,709
33664,3905,2182
33665,2475,1171
33666,3696,1254
33667,446,1329
33668,389,795
33669,1292,37
33670,3219,1854
33671,2756,632
33672,3972,371
33673,1128,1134
33674,378,636
33675,1190,2012
33676,1666,1941
33677,190,585
33678,2973,1798
33679,4742,23
33680,1619,2125
33681,1593,904
33682,3803,2255
33683,441,1335
33684,3113,1054
33685,2707,366
33686,2870,2050
33687,1707,1191
33688,740,1402
33689,683,868
33690,1748,1192
33691,4139,669
33692,211,1812
33693,3881,633
33694,158,2151
33695,590,1808
33696,3442,182
33697,3225,2399
33698,4035,1450
33699,1853,612
33700,4093,674
33701,3852,1743
33702,944,1555
33703,3282,2152
33704,4027,54
33705,1919,2363
33706,3433,1567
33707,4682,2200
33708,3529,2029
33709,3622,2220
33710,1263,746
33711,1760,1552
33712,3995,1270
33713,977,160
33714,1192,2034
33715,4528,1733
33716,997,1566
33717,4582,1215
33718,444,828
33719,2842,2230
33720,1340,1905
33721,2095,495
33722,1309,340
33723,1465,99
33724,1860,628
33725,750,2039
33726,4198,1225
33727,4136,347
33728,1240,920
33729,875,233
33730,1763,695
33731,4008,1101
33732,1859,1157
33733,773,2208
33734,2151,777
33735,2700,1773
33736,1645,2137
33737,3044,1583
33738,3968,1702
33739,828,417
33740,1296,1983
33741,117,591
33742,275,1931
33743,2049,500
33744,3945,752
33745,371,2393
33746,3320,700
33747,173,1654
33748,512,1120
33749,4624,286
33750,2043,685
33751,1332,859
33752,3342,2179
33753,1485,1855
33754,2410,664
33755,2102,511
33756,1102,1336
33757,1035,114
33758,1255,2332
33759,4711,2133
33760,198,371
33761,3959,54
33762,1877,1332
33763,1091,1177
33764,4456,860
33765,72,1198
33766,2322,1948
33767,4112,1050
33768,882,249
33769,911,1741
33770,1876,1861
33771,759,1347
33772,1652,2153
33773,3147,2061
33774,1743,2271
33775,3517,840
33776,2426,1547
33777,4261,1523
33778,2862,2077
33779,3615,594
33780,1764,115
33781,2651,1076
33782,4015,1467
33783,4512,2273
33784,1088,475
33785,2364,1019
33786,2015,865
33787,2517,2015
33788,3780,1600
33789,4037,2165
33790,3574,943
33791,1105,829
33792,1571,70
33793,1500,1358
33794,703,1014
33795,3745,1764
33796,2217,218
33797,3130,148
33798,1284,13
33799,3596,1641
33800,4119,1416
33801,827,1989
33802,1192,424
33803,478,1835
33804,4765,1564
33805,2309,157
33806,4329,2165
33807,2331,1636
33808,4017,358
33809,904,896
33810,1807,2390
33811,331,1034
33812,1055,311
33813,716,845
33814,3290,29
33815,2926,2196
33816,2761,439
33817,1460,1528
33818,1916,2333
33819,2726,1384
33820,2101,1332
33821,234,320
33822,4413,708
33823,1266,1662
33824,46,269
33825,3387,312
33826,1983,522
33827,4681,1462
33828,2819,794
33829,4777,1924
33830,4589,1873
33831,2230,399
33832,3214,1323
33833,2818,1323
33834,1070,1723
33835,2870,1513
33836,455,2359
33837,1625,1753
33838,3614,2196
33839,4367,713
33840,4711,523
33841,3861,2073
33842,3742,661
33843,1624,2282
33844,256,2149
33845,2744,1559
33846,1436,2231
33847,4710,1052
33848,2642,1282
33849,4046,1072
33850,837,1148
33851,71,2369
33852,2738,1744
33853,3056,333
33854,4613,1119
33855,1712,1348
33856,308,1558
33857,4050,1945
33858,3926,189
33859,4881,1873
33860,1123,953
33861,1216,1144
33862,3795,672
33863,748,1830
33864,2584,1277
33865,3953,2012
33866,3896,1478
33867,3799,1545
33868,2770,878
33869,1927,189
33870,22,2103
33871,4098,1612
33872,3452,683
33873,704,1908
33874,652,1718
33875,321,1389
33876,11,1163
33877,792,974
33878,1289,1780
33879,1222,558
33880,2438,297
33881,2940,1447
33882,8,111
33883,3406,688
33884,1575,1585
33885,99,229
33886,4232,272
33887,653,1569
33888,3653,565
33889,4047,492
33890,1003,2325
33891,1182,378
33892,259,861
33893,2926,236
33894,2931,580
33895,340,291
33896,904,2319
33897,2053,836
33898,988,512
33899,3295,1796
33900,368,804
33901,399,117
33902,4535,431
33903,2787,831
33904,500,923
33905,2886,56
33906,4166,2254
33907,4109,1720
33908,4828,653
33909,468,2139
33910,676,2088
33911,1664,502
33912,2541,775
33913,767,2206
33914,2489,585
33915,3043,1925
33916,3756,1043
33917,4535,781
33918,2620,2007
33919,3967,1263
33920,4404,1264
33921,4459,1725
33922,357,995
33923,3880,2018
33924,568,1215
33925,3240,934
33926,4148,520
33927,2809,1879
33928,882,62
33929,1286,677
33930,4553,1737
33931,744,128
33932,2717,2290
33933,1590,1088
33934,3142,1530
33935,1650,1893
33936,3733,1217
33937,3050,1941
33938,2993,1407
33939,868,1103
33940,123,949
33941,1735,688
33942,3698,2162
33943,3173,62
33944,1399,1493
33945,26,1016
33946,2610,888
33947,3508,2038
33948,404,410
33949,2768,2228
33950,1646,1370
33951,180,702
33952,2107,267
33953,1642,1628
33954,150,1991
33955,1929,904
33956,2817,1366
33957,2082,1900
33958,4291,397
33959,1113,2038
33960,1442,816
33961,3780,1413
33962,884,1986
33963,3103,1171
33964,381,1365
33965,4776,2317
33966,4365,1285
33967,4370,1629
33968,693,2391
33969,2971,2183
33970,2529,1838
33971,3213,1716
33972,3784,1505
33973,1351,1048
33974,1356,1392
33975,1807,1853
33976,4903,1311
33977,1192,237
33978,1252,1042
33979,3924,761
33980,1090,2212
33981,2869,1125
33982,3960,418
33983,663,647
33984,4075,176
33985,1592,1110
33986,2803,505
33987,2027,1038
33988,2863,1310
33989,500,2346
33990,875,1469
33991,2828,2255
33992,3573,2409
33993,2427,1911
33994,2578,1326
33995,4474,1578
33996,716,658
33997,4479,1922
33998,1490,52
33999,1987,858
34000,187,1068
34001,2270,392
34002,1666,1217
34003,926,1407
34004,3218,1659
34005,394,1546
34006,4804,177
34007,2732,2143
34008,2670,1265
34009,4465,711
34010,886,2008
34011,4184,469
34012,3694,1588
34013,1608,1212
34014,1639,525
34015,2157,2208
34016,1081,1695
34017,3414,1948
34018,1444,57
34019,2404,2085
34020,1748,468
34021,2245,1274
34022,440,1140
34023,2339,155
34024,2148,1341
34025,1752,1341
34026,4331,869
34027,4799,183
34028,3369,1424
34029,2583,1269
34030,1846,222
34031,2400,1562
34032,973,822
34033,3175,1558
34034,3118,1024
34035,4487,1759
34036,2990,1778
34037,2235,936
34038,1954,694
34039,4693,1635
34040,149,560
34041,2945,2035
34042,4724,948
34043,4440,1943
34044,4698,1979
34045,4596,1702
34046,1958,1567
34047,304,848
34048,1799,756
34049,4006,1836
34050,2067,1510
34051,202,571
34052,4436,1420
34053,1545,2337
34054,2068,2112
34055,1949,700
34056,3248,2194
34057,4626,763
34058,925,377
34059,1422,1183
34060,3318,1435
34061,4089,558
34062,4594,1979
34063,1349,2398
34064,2443,454
34065,4432,897
34066,1094,1125
34067,791,1316
34068,3083,1568
34069,2401,982
34070,1341,1002
34071,1382,1003
34072,1028,505
34073,1525,1311
34074,1874,1465
34075,3080,516
34076,160,1449
34077,2111,654
34078,2176,1803
34079,2217,1804
34080,2931,393
34081,402,982
34082,1243,1598
34083,2464,1681
34084,1526,1132
34085,3234,1333
34086,1054,2076
34087,4065,1261
34088,3726,1795
34089,1828,1470
34090,2762,2277
34091,2664,1742
34092,2643,865
34093,3049,1553
34094,4465,2134
34095,4747,1066
34096,2814,1686
34097,4598,943
34098,2845,999
34099,4192,255
34100,4095,322
34101,4654,2006
34102,1722,670
34103,4562,2417
34104,1630,1081
34105,138,1444
34106,1872,614
34107,411,290
34108,4270,2016
34109,4645,1139
34110,856,906
34111,441,2384
34112,2153,75
34113,477,2041
34114,3390,691
34115,124,233
34116,2087,1707
34117,3298,1102
34118,1092,624
34119,25,227
34120,3201,1169
34121,1021,1912
34122,2029,1702
34123,1513,2374
34124,3672,754
34125,1769,85
34126,4625,2365
34127,2646,358
34128,3508,1851
34129,3477,286
34130,4693,25
34131,2919,1456
34132,2914,1112
34133,2508,424
34134,1114,1322
34135,4340,2381
34136,4288,2191
34137,422,48
34138,3846,1846
34139,241,1922
34140,2015,491
34141,1299,321
34142,149,2333
34143,2267,712
34144,3170,2206
34145,2535,1466
34146,1785,968
34147,4031,1976
34148,2473,1719
34149,3185,235
34150,1192,50
34151,2869,938
34152,2088,1127
34153,4457,1037
34154,2955,712
34155,628,1405
34156,4673,1601
34157,2274,728
34158,772,403
34159,4519,1134
34160,3449,466
34161,1763,1744
34162,1300,522
34163,1807,2016
34164,3171,2407
34165,3391,461
34166,265,2292
34167,239,1071
34168,622,809
34169,2353,1960
34170,4096,1216
34171,111,1825
34172,152,1826
34173,2444,2078
34174,790,1359
34175,2259,2298
34176,1701,1216
34177,137,13
34178,2470,266
34179,2008,1898
34180,203,1764
34181,2321,143
34182,1414,1159
34183,2193,897
34184,794,1451
34185,3528,2048
34186,1255,348
34187,1604,502
34188,2492,964
34189,788,1636
34190,497,706
34191,2303,1442
34192,71,1995
34193,4538,1160
34194,2358,1903
34195,1344,2268
34196,4584,1505
34197,4574,817
34198,2175,2196
34199,2211,1853
34200,1047,1523
34201,2979,1432
34202,3328,1586
34203,83,2005
34204,4539,981
34205,62,1128
34206,2333,503
34207,2892,2187
34208,3569,1648
34209,2108,1324
34210,298,846
34211,4343,1042
34212,1581,1807
34213,4582,304
34214,2816,98
34215,42,2354
34216,355,599
34217,3151,2074
34218,3961,1125
34219,3462,246
34220,4000,1053
34221,2252,1453
34222,1192,1473
34223,1591,1744
34224,1226,1057
34225,197,390
34226,2838,796
34227,571,2294
34228,4426,114
34229,3462,596
34230,1526,945
34231,3136,611
34232,1336,821
34233,3158,2090
34234,398,272
34235,403,616
34236,854,1077
34237,3510,263
34238,2546,745
34239,4853,2029
34240,137,1436
34241,4720,187
34242,3280,740
34243,759,436
34244,2630,2321
34245,1250,1427
34246,1969,360
34247,2844,560
34248,4151,417
34249,780,1663
34250,1150,442
34251,1220,1935
34252,2593,160
34253,657,509
34254,4019,1429
34255,3790,1377
34256,4847,305
34257,3104,1049
34258,2825,2388
34259,2773,2198
34260,734,1668
34261,4789,300
34262,3684,577
34263,1509,1664
34264,58,2028
34265,4189,1998
34266,4467,1188
34267,4405,310
34268,3345,330
34269,3058,1054
34270,1659,1608
34271,237,1212
34272,1063,796
34273,3841,1665
34274,1382,2239
34275,2244,1480
34276,1905,2014
34277,4489,1886
34278,726,622
34279,3366,1557
34280,4572,608
34281,2863,936
34282,2357,2296
34283,3797,1743
34284,459,1971
34285,2680,1229
34286,2771,1347
34287,209,1042
34288,4443,1891
34289,802,2310
34290,3171,2220
34291,4289,1424
34292,2479,946
34293,4096,1029
34294,44,416
34295,3624,1973
34296,1480,2373
34297,4372,146
34298,3004,13
34299,3465,1162
34300,1727,2250
34301,256,1238
34302,4250,1846
34303,4589,1312
34304,1998,1023
34305,1005,2265
34306,1216,233
34307,4281,378
34308,1747,623
34309,220,1931
34310,2840,1460
34311,3272,1117
34312,2368,2404
34313,4691,1969
34314,928,705
34315,4876,968
34316,4485,1312
34317,2114,1733
34318,4693,1261
34319,4256,1260
34320,2883,783
34321,2451,1126
34322,2430,249
34323,4252,1518
34324,2354,1193
34325,1328,797
34326,4437,517
34327,806,1624
34328,56,1126
34329,1728,1670
34330,1048,1157
34331,571,1757
34332,612,1758
34333,3912,1800
